name,salary,start_year,end_year,team,team_full_name
Mark Jackson," $1,030,000.00 ",2002,2003,UTA,Utah Jazz
Mark Jackson," $1,500,000.00 ",2003,2004,DEN,Denver Nuggets
Mark Madsen," $707,040.00 ",2000,2001,LAL,Los Angeles Lakers
Mark Madsen," $759,960.00 ",2001,2002,LAL,Los Angeles Lakers
Mark Madsen," $813,000.00 ",2002,2003,LAL,Los Angeles Lakers
Mark Madsen," $663,679.00 ",2003,2004,MIN,Minnesota Timberwolves
Mark Pope," $498,500.00 ",2000,2001,MIL,Milwaukee Bucks
Mark Pope," $590,850.00 ",2001,2002,MIL,Milwaukee Bucks
Mark Pope," $637,435.00 ",2002,2003,NYK,New York Knicks
Mark Pope," $751,179.00 ",2003,2004,DEN,Denver Nuggets
Mark Strickland," $2,400,000.00 ",2000,2001,DEN,Denver Nuggets
Mark Strickland," $715,850.00 ",2001,2002,ATL,Atlanta Hawks
Mark Strickland," $60,361.00 ",2002,2003,DAL,Dallas Mavericks
Marko Jaric," $1,750,000.00 ",2002,2003,LAC,Los Angeles Clippers
Mateen Cleaves," $1,253,400.00 ",2000,2001,DET,Detroit Pistons
Mateen Cleaves," $1,347,480.00 ",2001,2002,SAC,Sacramento Kings
Mateen Cleaves," $1,441,440.00 ",2002,2003,SAC,Sacramento Kings
Matt Bullard," $2,100,000.00 ",2000,2001,HOU,Houston Rockets
Matt Bullard," $1,300,000.00 ",2001,2002,CHA,Charlotte Hornets
Matt Bullard," $1,430,000.00 ",2002,2003,NOH,New Orleans Pelicans
Matt Carroll," $349,032.00 ",2003,2004,POR,Portland Trail Blazers
Matt Geiger," $8,142,160.00 ",2001,2002,PHI,Philadelphia 76ers
Matt Harpring," $1,244,880.00 ",2000,2001,CLE,Cleveland Caveliers
Matt Harpring," $1,908,401.00 ",2001,2002,PHI,Philadelphia 76ers
Matt Harpring," $4,000,000.00 ",2002,2003,UTA,Utah Jazz
Matt Harpring," $4,290,000.00 ",2003,2004,UTA,Utah Jazz
Matt Maloney," $1,790,000.00 ",2000,2001,HOU,Houston Rockets
Matt Maloney," $611,000.00 ",2000,2001,ATL,Atlanta Hawks
Matt Maloney," $2,543,750.00 ",2001,2002,HOU,Houston Rockets
Matt Maloney," $170,716.00 ",2002,2003,ATL,Atlanta Hawks
Matt Maloney," $3,006,260.00 ",2003,2004,HOU,Houston Rockets
Maurice Evans," $332,817.00 ",2001,2002,MIN,Minnesota Timberwolves
Maurice Taylor," $2,250,000.00 ",2000,2001,HOU,Houston Rockets
Maurice Taylor," $6,500,000.00 ",2001,2002,HOU,Houston Rockets
Maurice Taylor," $7,800,000.00 ",2003,2004,HOU,Houston Rockets
Mehmet Okur," $1,000,000.00 ",2002,2003,DET,Detroit Pistons
Mehmet Okur," $1,100,000.00 ",2003,2004,DET,Detroit Pistons
Melvin Ely," $1,490,120.00 ",2002,2003,LAC,Los Angeles Clippers
Mengke Bateer," $512,453.00 ",2002,2003,SAS,San Antonio Spurs
Mengke Bateer," $636,679.00 ",2003,2004,TOR,Toronto Raptors 
Metta World Peace," $1,160,760.00 ",2000,2001,CHI,Chicago Bulls
Metta World Peace," $1,241,760.00 ",2001,2002,CHI,Chicago Bulls
Metta World Peace," $1,904,860.00 ",2002,2003,IND,Indiana Pacers
Metta World Peace," $5,473,684.00 ",2003,2004,IND,Indiana Pacers
Michael Bradley," $1,123,560.00 ",2001,2002,TOR,Toronto Raptors 
Michael Bradley," $1,207,800.00 ",2002,2003,TOR,Toronto Raptors 
Michael Bradley," $1,292,040.00 ",2003,2004,TOR,Toronto Raptors 
Michael Curry," $2,200,000.00 ",2000,2001,DET,Detroit Pistons
Michael Curry," $2,400,000.00 ",2001,2002,DET,Detroit Pistons
Michael Curry," $2,600,000.00 ",2002,2003,DET,Detroit Pistons
Michael Curry," $2,800,000.00 ",2003,2004,TOR,Toronto Raptors 
Michael Dickerson," $1,310,400.00 ",2000,2001,MEM,Memphis Grizzlies
Michael Dickerson," $1,940,702.00 ",2001,2002,MEM,Memphis Grizzlies
Michael Dickerson," $5,500,000.00 ",2002,2003,MEM,Memphis Grizzlies
Michael Dickerson," $6,187,500.00 ",2003,2004,MEM,Memphis Grizzlies
Michael Doleac," $1,452,000.00 ",2000,2001,ORL,Orlando Magic
Michael Doleac," $2,000,856.00 ",2001,2002,CLE,Cleveland Caveliers
Michael Doleac," $1,400,000.00 ",2002,2003,NYK,New York Knicks
Michael Doleac," $1,540,000.00 ",2003,2004,NYK,New York Knicks
Michael Finley," $8,400,000.00 ",2000,2001,DAL,Dallas Mavericks
Michael Finley," $10,625,000.00 ",2001,2002,DAL,Dallas Mavericks
Michael Finley," $11,953,125.00 ",2002,2003,DAL,Dallas Mavericks
Michael Hawkins," $423,500.00 ",2000,2001,CLE,Cleveland Caveliers
Michael Jordan," $1,000,000.00 ",2001,2002,WAS,Washington Wizards
Michael Jordan," $1,030,000.00 ",2002,2003,WAS,Washington Wizards
Michael Olowokandi," $3,697,440.00 ",2000,2001,LAC,Los Angeles Clippers
Michael Olowokandi," $4,662,472.00 ",2001,2002,LAC,Los Angeles Clippers
Michael Olowokandi," $6,061,213.00 ",2002,2003,LAC,Los Angeles Clippers
Michael Olowokandi," $4,917,000.00 ",2003,2004,MIN,Minnesota Timberwolves
Michael Redd," $316,969.00 ",2000,2001,MIL,Milwaukee Bucks
Michael Redd," $465,850.00 ",2001,2002,MIL,Milwaukee Bucks
Michael Redd," $3,000,000.00 ",2002,2003,MIL,Milwaukee Bucks
Michael Redd," $3,000,000.00 ",2003,2004,MIL,Milwaukee Bucks
Michael Ruffin," $440,000.00 ",2000,2001,CHI,Chicago Bulls
Michael Ruffin," $540,850.00 ",2001,2002,CHI,Chicago Bulls
Michael Ruffin," $468,297.00 ",2001,2002,PHI,Philadelphia 76ers
Michael Ruffin," $663,679.00 ",2003,2004,UTA,Utah Jazz
Michael Smith," $2,200,000.00 ",2000,2001,WAS,Washington Wizards
Michael Smith," $2,400,000.00 ",2001,2002,WAS,Washington Wizards
Michael Stewart," $3,520,000.00 ",2000,2001,TOR,Toronto Raptors 
Michael Stewart," $3,840,000.00 ",2001,2002,TOR,Toronto Raptors 
Michael Stewart," $4,160,000.00 ",2002,2003,CLE,Cleveland Caveliers
Michael Stewart," $4,480,000.00 ",2003,2004,BOS,Boston Celtic
Mickael Pietrus," $1,527,946.00 ",2003,2004,GSW,Golden State Warriors
Mike Batiste," $349,458.00 ",2002,2003,MEM,Memphis Grizzlies
Mike Bibby," $3,308,160.00 ",2000,2001,MEM,Memphis Grizzlies
Mike Bibby," $4,174,893.00 ",2001,2002,SAC,Sacramento Kings
Mike Bibby," $8,500,000.00 ",2002,2003,SAC,Sacramento Kings
Mike Bibby," $9,500,000.00 ",2003,2004,SAC,Sacramento Kings
Mike Dunleavy," $3,100,080.00 ",2002,2003,GSW,Golden State Warriors
Mike Dunleavy," $3,332,520.00 ",2003,2004,GSW,Golden State Warriors
Mike James," $512,435.00 ",2002,2003,MIA,Miami Heat
Mike James," $638,679.00 ",2003,2004,BOS,Boston Celtic
Mike Miller," $2,320,080.00 ",2000,2001,ORL,Orlando Magic
Mike Miller," $2,494,080.00 ",2001,2002,ORL,Orlando Magic
Mike Miller," $2,668,080.00 ",2002,2003,ORL,Orlando Magic
Mike Miller," $3,380,457.00 ",2003,2004,MEM,Memphis Grizzlies
Mike Penberthy," $316,969.00 ",2000,2001,LAL,Los Angeles Lakers
Mike Penberthy," $28,405.00 ",2001,2002,LAL,Los Angeles Lakers
Mike Smith," $316,969.00 ",2000,2001,WAS,Washington Wizards
Mike Sweetney," $1,840,800.00 ",2003,2004,NYK,New York Knicks
Mike Wilks," $55,402.00 ",2002,2003,ATL,Atlanta Hawks
Mike Wilks," $638,679.00 ",2003,2004,HOU,Houston Rockets
Mikki Moore," $2,850,000.00 ",2000,2001,DET,Detroit Pistons
Mikki Moore," $2,531,250.00 ",2001,2002,DET,Detroit Pistons
Mikki Moore," $2,412,500.00 ",2002,2003,DET,Detroit Pistons
Mikki Moore," $46,642.00 ",2002,2003,BOS,Boston Celtic
Mikki Moore," $513,000.00 ",2003,2004,NJN,Brooklyn Nets
Milt Palacio," $316,969.00 ",2000,2001,BOS,Boston Celtic
Milt Palacio," $690,000.00 ",2001,2002,BOS,Boston Celtic
Milt Palacio," $750,000.00 ",2002,2003,CLE,Cleveland Caveliers
Milt Palacio," $688,679.00 ",2003,2004,TOR,Toronto Raptors 
Mitch Richmond," $10,000,000.00 ",2000,2001,WAS,Washington Wizards
Mitch Richmond," $10,000,000.00 ",2001,2002,WAS,Washington Wizards
Mitch Richmond," $1,000,000.00 ",2001,2002,LAL,Los Angeles Lakers
Mitchell Butler," $715,850.00 ",2001,2002,POR,Portland Trail Blazers
Mitchell Butler," $876,179.00 ",2003,2004,WAS,Washington Wizards
Mo Williams," $366,931.00 ",2003,2004,UTA,Utah Jazz
Monty Williams," $1,000,000.00 ",2000,2001,ORL,Orlando Magic
Monty Williams," $778,350.00 ",2001,2002,ORL,Orlando Magic
Monty Williams," $1,000,000.00 ",2003,2004,ORL,Orlando Magic
Moochie Norris," $523,500.00 ",2000,2001,HOU,Houston Rockets
Moochie Norris," $3,600,000.00 ",2001,2002,HOU,Houston Rockets
Moochie Norris," $3,500,000.00 ",2003,2004,NYK,New York Knicks
Mookie Blaylock," $4,800,000.00 ",2000,2001,GSW,Golden State Warriors
Mookie Blaylock," $5,400,000.00 ",2001,2002,GSW,Golden State Warriors
Morris Peterson," $898,560.00 ",2000,2001,TOR,Toronto Raptors 
Morris Peterson," $966,000.00 ",2001,2002,TOR,Toronto Raptors 
Morris Peterson," $1,033,320.00 ",2002,2003,TOR,Toronto Raptors 
Morris Peterson," $1,646,079.00 ",2003,2004,TOR,Toronto Raptors 
Muggsy Bogues," $1,740,000.00 ",2000,2001,TOR,Toronto Raptors 
Muggsy Bogues," $1,520,860.00 ",2001,2002,DAL,Dallas Mavericks
Muggsy Bogues," $1,659,120.00 ",2002,2003,DAL,Dallas Mavericks
Nate Huffman," $349,458.00 ",2002,2003,TOR,Toronto Raptors 
Nate Huffman," $1,760,000.00 ",2003,2004,TOR,Toronto Raptors 
Nazr Mohammed," $4,500,000.00 ",2001,2002,ATL,Atlanta Hawks
Nazr Mohammed," $4,750,000.00 ",2002,2003,ATL,Atlanta Hawks
Nazr Mohammed," $5,000,000.00 ",2003,2004,ATL,Atlanta Hawks
Ndudi Ebi," $838,560.00 ",2003,2004,MIN,Minnesota Timberwolves
Nene," $1,945,520.00 ",2002,2003,DEN,Denver Nuggets
Nene," $2,102,840.00 ",2003,2004,DEN,Denver Nuggets
Nick Anderson," $3,750,000.00 ",2000,2001,SAC,Sacramento Kings
Nick Anderson," $5,401,906.00 ",2001,2002,MEM,Memphis Grizzlies
Nick Anderson," $6,101,906.00 ",2002,2003,CLE,Cleveland Caveliers
Nick Collison," $1,578,240.00 ",2003,2004,OKC,Oklahoma City Thunder
Nick Van Exel," $9,200,000.00 ",2000,2001,DEN,Denver Nuggets
Nick Van Exel," $10,164,642.00 ",2001,2002,DEN,Denver Nuggets
Nick Van Exel," $11,061,234.00 ",2002,2003,DAL,Dallas Mavericks
Nick Van Exel," $11,956,625.00 ",2003,2004,GSW,Golden State Warriors
Nikoloz Tskitishvili," $2,530,920.00 ",2002,2003,DEN,Denver Nuggets
Nikoloz Tskitishvili," $2,720,760.00 ",2003,2004,DEN,Denver Nuggets
Norm Richardson," $332,817.00 ",2001,2002,IND,Indiana Pacers
Obinna Ekezie," $423,500.00 ",2000,2001,WAS,Washington Wizards
Obinna Ekezie," $540,850.00 ",2001,2002,LAC,Los Angeles Clippers
Obinna Ekezie," $688,679.00 ",2003,2004,ATL,Atlanta Hawks
Olden Polynice," $2,200,000.00 ",2000,2001,UTA,Utah Jazz
Oliver Miller," $686,838.00 ",2003,2004,MIN,Minnesota Timberwolves
Olumide Oyedeji," $316,969.00 ",2000,2001,OKC,Oklahoma City Thunder
Olumide Oyedeji," $465,850.00 ",2001,2002,OKC,Oklahoma City Thunder
Olumide Oyedeji," $587,435.00 ",2002,2003,ORL,Orlando Magic
Omar Cook," $292,230.00 ",2001,2002,DAL,Dallas Mavericks
Oscar Torres," $332,817.00 ",2001,2002,HOU,Houston Rockets
Oscar Torres," $168,729.00 ",2002,2003,GSW,Golden State Warriors
Othella Harrington," $2,250,000.00 ",2000,2001,MEM,Memphis Grizzlies
Othella Harrington," $2,475,000.00 ",2001,2002,NYK,New York Knicks
Othella Harrington," $2,700,000.00 ",2002,2003,NYK,New York Knicks
Othella Harrington," $2,925,000.00 ",2003,2004,NYK,New York Knicks
Otis Thorpe," $2,200,000.00 ",2000,2001,CHA,Charlotte Hornets
P.J. Brown," $5,740,000.00 ",2000,2001,CHA,Charlotte Hornets
P.J. Brown," $6,404,800.00 ",2001,2002,CHA,Charlotte Hornets
P.J. Brown," $7,044,800.00 ",2002,2003,NOH,New Orleans Pelicans
P.J. Brown," $8,000,000.00 ",2003,2004,NOH,New Orleans Pelicans
Pat Burke," $349,458.00 ",2002,2003,ORL,Orlando Magic
Pat Garrity," $1,019,280.00 ",2000,2001,ORL,Orlando Magic
Pat Garrity," $1,569,691.00 ",2001,2002,ORL,Orlando Magic
Pat Garrity," $2,350,000.00 ",2002,2003,ORL,Orlando Magic
Pat Garrity," $2,643,750.00 ",2003,2004,ORL,Orlando Magic
Patrick Ewing," $14,000,000.00 ",2000,2001,OKC,Oklahoma City Thunder
Patrick Ewing," $2,118,420.00 ",2001,2002,ORL,Orlando Magic
Patrick Ewing," $1,850,000.00 ",2002,2003,ORL,Orlando Magic
Pau Gasol," $2,970,840.00 ",2001,2002,MEM,Memphis Grizzlies
Pau Gasol," $3,193,680.00 ",2002,2003,MEM,Memphis Grizzlies
Pau Gasol," $3,417,000.00 ",2003,2004,MEM,Memphis Grizzlies
Paul Grant," $350,581.00 ",2003,2004,UTA,Utah Jazz
Paul McPherson," $316,969.00 ",2000,2001,PHO,Phoenix Suns
Paul Pierce," $1,608,840.00 ",2000,2001,BOS,Boston Celtic
Paul Pierce," $2,051,271.00 ",2001,2002,BOS,Boston Celtic
Paul Pierce," $10,067,750.00 ",2002,2003,BOS,Boston Celtic
Paul Pierce," $11,326,219.00 ",2003,2004,BOS,Boston Celtic
Paul Shirley," $29,832.00 ",2002,2003,ATL,Atlanta Hawks
Peja Stojakovic," $1,480,000.00 ",2000,2001,SAC,Sacramento Kings
Peja Stojakovic," $5,000,000.00 ",2001,2002,SAC,Sacramento Kings
Peja Stojakovic," $5,625,000.00 ",2002,2003,SAC,Sacramento Kings
Peja Stojakovic," $6,250,000.00 ",2003,2004,SAC,Sacramento Kings
Pepe Sanchez," $587,435.00 ",2002,2003,DET,Detroit Pistons
Pepe Sanchez," $663,679.00 ",2003,2004,GSW,Golden State Warriors
Pervis Ellison," $1,000,000.00 ",2000,2001,OKC,Oklahoma City Thunder
Popeye Jones," $2,812,500.00 ",2000,2001,WAS,Washington Wizards
Popeye Jones," $1,500,000.00 ",2001,2002,WAS,Washington Wizards
Popeye Jones," $1,030,000.00 ",2002,2003,DAL,Dallas Mavericks
Popeye Jones," $1,070,000.00 ",2003,2004,GSW,Golden State Warriors
Predrag Drobnjak," $478,558.00 ",2001,2002,OKC,Oklahoma City Thunder
Predrag Drobnjak," $526,413.00 ",2002,2003,OKC,Oklahoma City Thunder
Predrag Savovic," $349,458.00 ",2002,2003,DEN,Denver Nuggets
Primoz Brezec," $749,160.00 ",2001,2002,IND,Indiana Pacers
Primoz Brezec," $805,320.00 ",2002,2003,IND,Indiana Pacers
Primoz Brezec," $861,600.00 ",2003,2004,IND,Indiana Pacers
Quentin Richardson," $1,020,960.00 ",2000,2001,LAC,Los Angeles Clippers
Quentin Richardson," $1,097,520.00 ",2001,2002,LAC,Los Angeles Clippers
Quentin Richardson," $1,174,080.00 ",2002,2003,LAC,Los Angeles Clippers
Quincy Lewis," $1,000,440.00 ",2000,2001,UTA,Utah Jazz
Quincy Lewis," $1,070,280.00 ",2001,2002,UTA,Utah Jazz
Quincy Lewis," $202,341.00 ",2003,2004,MIN,Minnesota Timberwolves
Qyntel Woods," $980,280.00 ",2002,2003,POR,Portland Trail Blazers
Qyntel Woods," $1,053,720.00 ",2003,2004,POR,Portland Trail Blazers
Raef LaFrentz," $2,970,840.00 ",2000,2001,DEN,Denver Nuggets
Raef LaFrentz," $3,755,142.00 ",2001,2002,DEN,Denver Nuggets
Raef LaFrentz," $7,270,000.00 ",2002,2003,DAL,Dallas Mavericks
Raef LaFrentz," $8,178,750.00 ",2003,2004,BOS,Boston Celtic
Rafer Alston," $423,500.00 ",2000,2001,MIL,Milwaukee Bucks
Rafer Alston," $625,000.00 ",2001,2002,MIL,Milwaukee Bucks
Rafer Alston," $37,344.00 ",2002,2003,TOR,Toronto Raptors 
Rafer Alston," $688,679.00 ",2003,2004,MIA,Miami Heat
Raja Bell," $540,850.00 ",2001,2002,PHI,Philadelphia 76ers
Raja Bell," $612,435.00 ",2002,2003,DAL,Dallas Mavericks
Raja Bell," $688,679.00 ",2003,2004,UTA,Utah Jazz
Randy Brown," $2,250,000.00 ",2000,2001,BOS,Boston Celtic
Randy Brown," $2,475,000.00 ",2001,2002,BOS,Boston Celtic
Randy Brown," $2,700,000.00 ",2002,2003,PHO,Phoenix Suns
Randy Livingston," $20,000.00 ",2000,2001,GSW,Golden State Warriors
Rashard Lewis," $3,920,000.00 ",2000,2001,OKC,Oklahoma City Thunder
Rashard Lewis," $4,413,375.00 ",2001,2002,OKC,Oklahoma City Thunder
Rashard Lewis," $6,233,766.00 ",2002,2003,OKC,Oklahoma City Thunder
Rashard Lewis," $7,012,987.00 ",2003,2004,OKC,Oklahoma City Thunder
Rasheed Wallace," $12,600,000.00 ",2000,2001,POR,Portland Trail Blazers
Rasheed Wallace," $14,400,000.00 ",2001,2002,POR,Portland Trail Blazers
Rasheed Wallace," $16,200,000.00 ",2002,2003,POR,Portland Trail Blazers
Rasheed Wallace," $17,000,000.00 ",2003,2004,POR,Portland Trail Blazers
Rasho Nesterovic," $1,123,560.00 ",2000,2001,MIN,Minnesota Timberwolves
Rasho Nesterovic," $1,725,788.00 ",2001,2002,MIN,Minnesota Timberwolves
Rasho Nesterovic," $2,436,813.00 ",2002,2003,MIN,Minnesota Timberwolves
Rasho Nesterovic," $5,600,000.00 ",2003,2004,SAS,San Antonio Spurs
Rasual Butler," $349,458.00 ",2002,2003,MIA,Miami Heat
Rasual Butler," $563,679.00 ",2003,2004,MIA,Miami Heat
Ratko Varda," $332,817.00 ",2001,2002,DET,Detroit Pistons
Ratko Varda," $124,984.00 ",2002,2003,WAS,Washington Wizards
Raul Lopez," $578,160.00 ",2002,2003,UTA,Utah Jazz
Raul Lopez," $621,520.00 ",2003,2004,UTA,Utah Jazz
Ray Allen," $10,130,000.00 ",2000,2001,MIL,Milwaukee Bucks
Ray Allen," $11,250,000.00 ",2001,2002,MIL,Milwaukee Bucks
Ray Allen," $12,375,000.00 ",2002,2003,MIL,Milwaukee Bucks
Ray Allen," $13,500,000.00 ",2003,2004,OKC,Oklahoma City Thunder
Reece Gaines," $1,353,120.00 ",2003,2004,ORL,Orlando Magic
Reggie Evans," $349,458.00 ",2002,2003,OKC,Oklahoma City Thunder
Reggie Evans," $700,000.00 ",2003,2004,OKC,Oklahoma City Thunder
Reggie Miller," $10,670,000.00 ",2000,2001,IND,Indiana Pacers
Reggie Miller," $12,045,075.00 ",2001,2002,IND,Indiana Pacers
Reggie Miller," $12,046,473.00 ",2002,2003,IND,Indiana Pacers
Reggie Miller," $5,000,000.00 ",2003,2004,IND,Indiana Pacers
Reggie Slater," $673,500.00 ",2000,2001,MIN,Minnesota Timberwolves
Reggie Slater," $523,793.00 ",2001,2002,ATL,Atlanta Hawks
Reggie Slater," $122,218.00 ",2001,2002,NJN,Brooklyn Nets
Reggie Slater," $321,926.00 ",2002,2003,MIN,Minnesota Timberwolves
Rex Chapman," $3,500,000.00 ",2000,2001,PHO,Phoenix Suns
Rex Chapman," $3,850,000.00 ",2001,2002,PHO,Phoenix Suns
Richard Hamilton," $1,973,880.00 ",2000,2001,WAS,Washington Wizards
Richard Hamilton," $2,111,640.00 ",2001,2002,WAS,Washington Wizards
Richard Hamilton," $2,681,783.00 ",2002,2003,DET,Detroit Pistons
Richard Hamilton," $6,500,000.00 ",2003,2004,DET,Detroit Pistons
Richard Jefferson," $1,379,400.00 ",2001,2002,NJN,Brooklyn Nets
Richard Jefferson," $1,482,840.00 ",2002,2003,NJN,Brooklyn Nets
Richard Jefferson," $1,586,280.00 ",2003,2004,NJN,Brooklyn Nets
Richie Frahm," $366,931.00 ",2003,2004,OKC,Oklahoma City Thunder
Rick Brunson," $16,000.00 ",2000,2001,MIA,Miami Heat
Rick Brunson," $590,850.00 ",2001,2002,POR,Portland Trail Blazers
Rick Brunson," $699,935.00 ",2002,2003,CHI,Chicago Bulls
Rick Brunson," $813,679.00 ",2003,2004,CHI,Chicago Bulls
Rick Fox," $3,400,000.00 ",2000,2001,LAL,Los Angeles Lakers
Rick Fox," $3,791,250.00 ",2001,2002,LAL,Los Angeles Lakers
Rick Fox," $4,340,231.00 ",2002,2003,LAL,Los Angeles Lakers
Rick Fox," $4,734,797.00 ",2003,2004,LAL,Los Angeles Lakers
Ricky Davis," $939,360.00 ",2000,2001,MIA,Miami Heat
Ricky Davis," $1,496,400.00 ",2001,2002,CLE,Cleveland Caveliers
Ricky Davis," $4,546,000.00 ",2002,2003,CLE,Cleveland Caveliers
Ricky Davis," $5,000,600.00 ",2003,2004,BOS,Boston Celtic
Robert Archibald," $349,458.00 ",2002,2003,MEM,Memphis Grizzlies
Robert Archibald," $563,679.00 ",2003,2004,ORL,Orlando Magic
Robert Horry," $4,800,000.00 ",2000,2001,LAL,Los Angeles Lakers
Robert Horry," $5,300,000.00 ",2001,2002,LAL,Los Angeles Lakers
Robert Horry," $5,300,000.00 ",2002,2003,LAL,Los Angeles Lakers
Robert Horry," $4,500,000.00 ",2003,2004,SAS,San Antonio Spurs
Robert Pack," $4,320,000.00 ",2000,2001,DEN,Denver Nuggets
Robert Pack," $965,610.00 ",2003,2004,NJN,Brooklyn Nets
Robert Traylor," $2,203,080.00 ",2000,2001,CLE,Cleveland Caveliers
Robert Traylor," $2,793,505.00 ",2001,2002,CHA,Charlotte Hornets
Robert Traylor," $750,000.00 ",2002,2003,NOH,New Orleans Pelicans
Robert Traylor," $825,000.00 ",2003,2004,NOH,New Orleans Pelicans
Rod Strickland," $10,000,000.00 ",2000,2001,WAS,Washington Wizards
Rod Strickland," $3,750,000.00 ",2001,2002,WAS,Washington Wizards
Rod Strickland," $1,000,000.00 ",2001,2002,MIA,Miami Heat
Rod Strickland," $1,030,000.00 ",2002,2003,MIN,Minnesota Timberwolves
Rod Strickland," $887,317.00 ",2003,2004,ORL,Orlando Magic
Rodney Buford," $423,500.00 ",2000,2001,CHA,Charlotte Hornets
Rodney Buford," $481,488.00 ",2001,2002,MEM,Memphis Grizzlies
Rodney Buford," $145,686.00 ",2003,2004,SAC,Sacramento Kings
Rodney Rogers," $2,200,000.00 ",2000,2001,PHO,Phoenix Suns
Rodney Rogers," $2,400,000.00 ",2001,2002,PHO,Phoenix Suns
Rodney Rogers," $2,796,000.00 ",2002,2003,NJN,Brooklyn Nets
Rodney Rogers," $3,075,600.00 ",2003,2004,NJN,Brooklyn Nets
Rodney White," $1,693,560.00 ",2001,2002,DET,Detroit Pistons
Rodney White," $1,820,520.00 ",2002,2003,DEN,Denver Nuggets
Rodney White," $1,947,600.00 ",2003,2004,DEN,Denver Nuggets
Roger Mason," $349,458.00 ",2002,2003,CHI,Chicago Bulls
Roger Mason," $563,679.00 ",2003,2004,TOR,Toronto Raptors 
Ron Harper," $2,200,000.00 ",2000,2001,LAL,Los Angeles Lakers
Ron Mercer," $5,520,000.00 ",2000,2001,CHI,Chicago Bulls
Ron Mercer," $6,750,000.00 ",2001,2002,CHI,Chicago Bulls
Ron Mercer," $6,750,000.00 ",2002,2003,IND,Indiana Pacers
Ron Mercer," $6,750,000.00 ",2003,2004,SAS,San Antonio Spurs
Ronald Murray," $349,458.00 ",2002,2003,MIL,Milwaukee Bucks
Ronald Murray," $563,679.00 ",2003,2004,OKC,Oklahoma City Thunder
Roshown McLeod," $978,600.00 ",2000,2001,ATL,Atlanta Hawks
Roshown McLeod," $1,509,001.00 ",2001,2002,BOS,Boston Celtic
Roy Rogers," $523,500.00 ",2000,2001,SAC,Sacramento Kings
Ruben Boumtje-Boumtje," $332,817.00 ",2001,2002,POR,Portland Trail Blazers
Ruben Boumtje-Boumtje," $512,435.00 ",2002,2003,POR,Portland Trail Blazers
Ruben Boumtje-Boumtje," $663,679.00 ",2003,2004,POR,Portland Trail Blazers
Ruben Garces," $316,969.00 ",2000,2001,PHO,Phoenix Suns
Ruben Patterson," $990,000.00 ",2000,2001,OKC,Oklahoma City Thunder
Ruben Patterson," $4,538,000.00 ",2001,2002,POR,Portland Trail Blazers
Ruben Patterson," $4,991,800.00 ",2002,2003,POR,Portland Trail Blazers
Ruben Patterson," $5,445,600.00 ",2003,2004,POR,Portland Trail Blazers
Ruben Wolkowyski," $316,969.00 ",2000,2001,OKC,Oklahoma City Thunder
Ruben Wolkowyski," $465,850.00 ",2001,2002,OKC,Oklahoma City Thunder
Ruben Wolkowyski," $79,535.00 ",2001,2002,DAL,Dallas Mavericks
Ruben Wolkowyski," $587,435.00 ",2002,2003,BOS,Boston Celtic
Ryan Bowen," $510,000.00 ",2000,2001,DEN,Denver Nuggets
Ryan Bowen," $630,850.00 ",2001,2002,DEN,Denver Nuggets
Ryan Bowen," $1,111,111.00 ",2002,2003,DEN,Denver Nuggets
Ryan Bowen," $1,250,000.00 ",2003,2004,DEN,Denver Nuggets
Ryan Humphrey," $1,063,680.00 ",2002,2003,ORL,Orlando Magic
Ryan Humphrey," $1,143,360.00 ",2003,2004,MEM,Memphis Grizzlies
Sam Cassell," $4,000,000.00 ",2000,2001,MIL,Milwaukee Bucks
Sam Cassell," $4,350,000.00 ",2001,2002,MIL,Milwaukee Bucks
Sam Cassell," $4,850,000.00 ",2002,2003,MIL,Milwaukee Bucks
Sam Cassell," $5,062,500.00 ",2003,2004,MIN,Minnesota Timberwolves
Sam Jacobson," $498,500.00 ",2000,2001,MIN,Minnesota Timberwolves
Sam Jacobson," $270,000.00 ",2000,2001,LAL,Los Angeles Lakers
Sam Mack," $174,598.00 ",2001,2002,MIA,Miami Heat
Sam Mitchell," $2,370,000.00 ",2000,2001,MIN,Minnesota Timberwolves
Sam Mitchell," $1,000,000.00 ",2001,2002,MIN,Minnesota Timberwolves
Sam Perkins," $2,250,000.00 ",2000,2001,IND,Indiana Pacers
Samaki Walker," $1,400,000.00 ",2001,2002,LAL,Los Angeles Lakers
Samaki Walker," $1,540,000.00 ",2002,2003,LAL,Los Angeles Lakers
Samaki Walker," $1,700,000.00 ",2003,2004,MIA,Miami Heat
Samuel Dalembert," $771,480.00 ",2001,2002,PHI,Philadelphia 76ers
Sasha Pavlovic," $1,107,960.00 ",2003,2004,UTA,Utah Jazz
Scot Pollard," $3,920,000.00 ",2000,2001,SAC,Sacramento Kings
Scot Pollard," $4,344,187.00 ",2001,2002,SAC,Sacramento Kings
Scot Pollard," $4,826,874.00 ",2002,2003,SAC,Sacramento Kings
Scot Pollard," $5,309,563.00 ",2003,2004,IND,Indiana Pacers
Scott Padgett," $730,800.00 ",2000,2001,UTA,Utah Jazz
Scott Padgett," $781,680.00 ",2001,2002,UTA,Utah Jazz
Scott Padgett," $612,435.00 ",2002,2003,UTA,Utah Jazz
Scott Padgett," $688,679.00 ",2003,2004,HOU,Houston Rockets
