name,salary,start_year,end_year,team,team_full_name
A.C. Green," $2,250,000.00 ",2000,2001,MIA,Miami Heat
A.J. Guyton," $316,969.00 ",2000,2001,CHI,Chicago Bulls
A.J. Guyton," $465,850.00 ",2001,2002,CHI,Chicago Bulls
A.J. Guyton," $18,748.00 ",2002,2003,GSW,Golden State Warriors
Aaron McKie," $4,000,000.00 ",2001,2002,PHI,Philadelphia 76ers
Aaron Williams," $2,250,000.00 ",2000,2001,NJN,Brooklyn Nets
Aaron Williams," $2,475,000.00 ",2001,2002,NJN,Brooklyn Nets
Aaron Williams," $2,700,000.00 ",2002,2003,NJN,Brooklyn Nets
Aaron Williams," $2,925,000.00 ",2003,2004,NJN,Brooklyn Nets
Adam Harrington," $140,636.00 ",2002,2003,DAL,Dallas Mavericks
Adam Keefe," $3,390,000.00 ",2000,2001,GSW,Golden State Warriors
Adonal Foyle," $3,580,000.00 ",2000,2001,GSW,Golden State Warriors
Adonal Foyle," $4,400,000.00 ",2001,2002,GSW,Golden State Warriors
Adonal Foyle," $4,400,000.00 ",2002,2003,GSW,Golden State Warriors
Adonal Foyle," $4,400,000.00 ",2003,2004,GSW,Golden State Warriors
Adrian Griffin," $498,500.00 ",2000,2001,BOS,Boston Celtic
Adrian Griffin," $565,850.00 ",2001,2002,DAL,Dallas Mavericks
Adrian Griffin," $637,435.00 ",2002,2003,DAL,Dallas Mavericks
Adrian Griffin," $751,179.00 ",2003,2004,HOU,Houston Rockets
Al Harrington," $797,880.00 ",2000,2001,IND,Indiana Pacers
Al Harrington," $1,436,982.00 ",2001,2002,IND,Indiana Pacers
Al Harrington," $5,060,000.00 ",2002,2003,IND,Indiana Pacers
Al Harrington," $5,692,500.00 ",2003,2004,IND,Indiana Pacers
Alan Henderson," $5,910,000.00 ",2000,2001,ATL,Atlanta Hawks
Alan Henderson," $6,500,312.00 ",2001,2002,ATL,Atlanta Hawks
Alan Henderson," $7,091,250.00 ",2002,2003,ATL,Atlanta Hawks
Alan Henderson," $7,682,188.00 ",2003,2004,ATL,Atlanta Hawks
Aleksandar Radojevic," $1,425,120.00 ",2000,2001,TOR,Toronto Raptors 
Aleksandar Radojevic," $1,524,600.00 ",2001,2002,MIL,Milwaukee Bucks
Alex Garcia," $366,931.00 ",2003,2004,SAS,San Antonio Spurs
Allan Houston," $12,750,000.00 ",2001,2002,NYK,New York Knicks
Allan Houston," $14,343,750.00 ",2002,2003,NYK,New York Knicks
Allan Houston," $15,937,500.00 ",2003,2004,NYK,New York Knicks
Allen Iverson," $11,250,000.00 ",2001,2002,PHI,Philadelphia 76ers
Alonzo Mourning," $16,880,000.00 ",2000,2001,MIA,Miami Heat
Alonzo Mourning," $18,754,800.00 ",2001,2002,MIA,Miami Heat
Alonzo Mourning," $20,629,800.00 ",2002,2003,MIA,Miami Heat
Alonzo Mourning," $4,917,000.00 ",2003,2004,NJN,Brooklyn Nets
Alton Ford," $332,817.00 ",2001,2002,PHO,Phoenix Suns
Alton Ford," $512,435.00 ",2002,2003,PHO,Phoenix Suns
Alton Ford," $586,082.00 ",2003,2004,HOU,Houston Rockets
Alvin Jones," $332,817.00 ",2001,2002,PHI,Philadelphia 76ers
Alvin Williams," $2,100,000.00 ",2000,2001,TOR,Toronto Raptors 
Alvin Williams," $5,350,000.00 ",2001,2002,TOR,Toronto Raptors 
Alvin Williams," $5,350,000.00 ",2002,2003,TOR,Toronto Raptors 
Alvin Williams," $5,500,000.00 ",2003,2004,TOR,Toronto Raptors 
Amal McCaskill," $465,850.00 ",2001,2002,SAS,San Antonio Spurs
Amal McCaskill," $699,935.00 ",2002,2003,POR,Portland Trail Blazers
Amal McCaskill," $143,277.00 ",2002,2003,ATL,Atlanta Hawks
Amar\'e Stoudemire," $1,767,120.00 ",2002,2003,PHO,Phoenix Suns
Amar\'e Stoudemire," $1,899,720.00 ",2003,2004,PHO,Phoenix Suns
Andrae Patterson," $498,500.00 ",2000,2001,MIN,Minnesota Timberwolves
Andre Miller," $1,808,400.00 ",2000,2001,CLE,Cleveland Caveliers
Andre Miller," $1,934,520.00 ",2001,2002,CLE,Cleveland Caveliers
Andre Miller," $2,460,709.00 ",2002,2003,LAC,Los Angeles Clippers
Andre Miller," $8,000,000.00 ",2003,2004,DEN,Denver Nuggets
Andrei Kirilenko," $831,120.00 ",2001,2002,UTA,Utah Jazz
Andrei Kirilenko," $893,400.00 ",2002,2003,UTA,Utah Jazz
Andrei Kirilenko," $955,800.00 ",2003,2004,UTA,Utah Jazz
Andrew DeClercq," $1,920,000.00 ",2000,2001,ORL,Orlando Magic
Andrew DeClercq," $2,900,000.00 ",2001,2002,ORL,Orlando Magic
Andrew DeClercq," $3,262,500.00 ",2002,2003,ORL,Orlando Magic
Andrew DeClercq," $2,500,000.00 ",2003,2004,ORL,Orlando Magic
Anfernee Hardaway," $10,130,000.00 ",2000,2001,PHO,Phoenix Suns
Anfernee Hardaway," $11,250,000.00 ",2001,2002,PHO,Phoenix Suns
Anfernee Hardaway," $12,375,000.00 ",2002,2003,PHO,Phoenix Suns
Anfernee Hardaway," $13,500,000.00 ",2003,2004,PHO,Phoenix Suns
Ansu Sesay," $508,000.00 ",2000,2001,DET,Detroit Pistons
Ansu Sesay," $612,435.00 ",2002,2003,OKC,Oklahoma City Thunder
Ansu Sesay," $688,679.00 ",2003,2004,OKC,Oklahoma City Thunder
Antawn Jamison," $2,678,400.00 ",2000,2001,GSW,Golden State Warriors
Antawn Jamison," $3,388,176.00 ",2001,2002,GSW,Golden State Warriors
Antawn Jamison," $10,067,750.00 ",2002,2003,GSW,Golden State Warriors
Anthony Carter," $1,200,000.00 ",2000,2001,MIA,Miami Heat
Anthony Carter," $3,250,000.00 ",2001,2002,MIA,Miami Heat
Anthony Carter," $3,656,250.00 ",2002,2003,MIA,Miami Heat
Anthony Carter," $751,179.00 ",2003,2004,SAS,San Antonio Spurs
Anthony Goldwire," $139,925.00 ",2002,2003,SAS,San Antonio Spurs
Anthony Johnson," $1,200,000.00 ",2000,2001,ATL,Atlanta Hawks
Anthony Johnson," $699,935.00 ",2002,2003,NJN,Brooklyn Nets
Anthony Johnson," $813,679.00 ",2003,2004,IND,Indiana Pacers
Anthony Mason," $5,550,000.00 ",2000,2001,MIA,Miami Heat
Anthony Mason," $4,538,000.00 ",2001,2002,MIL,Milwaukee Bucks
Anthony Mason," $4,370,819.00 ",2002,2003,MIL,Milwaukee Bucks
Anthony Mason," $4,348,094.00 ",2003,2004,MIL,Milwaukee Bucks
Anthony Miller," $40,000.00 ",2000,2001,ATL,Atlanta Hawks
Anthony Peeler," $2,740,000.00 ",2000,2001,MIN,Minnesota Timberwolves
Anthony Peeler," $2,978,500.00 ",2001,2002,MIN,Minnesota Timberwolves
Anthony Peeler," $3,350,812.00 ",2002,2003,MIN,Minnesota Timberwolves
Anthony Peeler," $1,070,000.00 ",2003,2004,SAC,Sacramento Kings
Antoine Walker," $10,130,000.00 ",2000,2001,BOS,Boston Celtic
Antoine Walker," $11,250,000.00 ",2001,2002,BOS,Boston Celtic
Antoine Walker," $12,375,000.00 ",2002,2003,BOS,Boston Celtic
Antonio Daniels," $3,000,000.00 ",2001,2002,SAS,San Antonio Spurs
Antonio Daniels," $3,375,000.00 ",2002,2003,POR,Portland Trail Blazers
Antonio Daniels," $2,200,000.00 ",2003,2004,OKC,Oklahoma City Thunder
Antonio Davis," $5,500,000.00 ",2000,2001,TOR,Toronto Raptors 
Antonio Davis," $11,000,000.00 ",2001,2002,TOR,Toronto Raptors 
Antonio Davis," $12,000,000.00 ",2002,2003,TOR,Toronto Raptors 
Antonio Davis," $12,925,000.00 ",2003,2004,CHI,Chicago Bulls
Antonio Harvey," $611,000.00 ",2000,2001,POR,Portland Trail Blazers
Antonio Harvey," $715,850.00 ",2001,2002,OKC,Oklahoma City Thunder
Antonio Harvey," $60,361.00 ",2002,2003,ATL,Atlanta Hawks
Antonio McDyess," $10,800,000.00 ",2000,2001,DEN,Denver Nuggets
Antonio McDyess," $11,700,000.00 ",2001,2002,DEN,Denver Nuggets
Antonio McDyess," $12,600,000.00 ",2002,2003,NYK,New York Knicks
Antonio McDyess," $13,500,000.00 ",2003,2004,NYK,New York Knicks
Antonis Fotsis," $332,817.00 ",2001,2002,MEM,Memphis Grizzlies
Art Long," $465,850.00 ",2001,2002,OKC,Oklahoma City Thunder
Art Long," $193,424.00 ",2002,2003,DEN,Denver Nuggets
Art Long," $35,819.00 ",2002,2003,TOR,Toronto Raptors 
Arvydas Sabonis," $11,250,000.00 ",2000,2001,POR,Portland Trail Blazers
Arvydas Sabonis," $6,850,000.00 ",2002,2003,POR,Portland Trail Blazers
Austin Croshere," $5,300,000.00 ",2000,2001,IND,Indiana Pacers
Austin Croshere," $6,310,000.00 ",2001,2002,IND,Indiana Pacers
Austin Croshere," $6,960,000.00 ",2002,2003,IND,Indiana Pacers
Austin Croshere," $7,610,000.00 ",2003,2004,IND,Indiana Pacers
Avery Johnson," $4,538,000.00 ",2001,2002,DEN,Denver Nuggets
Avery Johnson," $4,991,800.00 ",2002,2003,DAL,Dallas Mavericks
Avery Johnson," $5,445,600.00 ",2003,2004,GSW,Golden State Warriors
Baron Davis," $2,916,000.00 ",2000,2001,CHA,Charlotte Hornets
Baron Davis," $3,119,400.00 ",2001,2002,CHA,Charlotte Hornets
Baron Davis," $3,942,922.00 ",2002,2003,NOH,New Orleans Pelicans
Baron Davis," $10,960,000.00 ",2003,2004,NOH,New Orleans Pelicans
Ben Davis," $176,369.00 ",2003,2004,HOU,Houston Rockets
Ben Handlogten," $366,931.00 ",2003,2004,UTA,Utah Jazz
Ben Wallace," $4,000,000.00 ",2000,2001,DET,Detroit Pistons
Ben Wallace," $4,700,000.00 ",2001,2002,DET,Detroit Pistons
Ben Wallace," $5,200,000.00 ",2002,2003,DET,Detroit Pistons
Ben Wallace," $5,500,000.00 ",2003,2004,DET,Detroit Pistons
Bill Curley," $611,000.00 ",2000,2001,GSW,Golden State Warriors
Bill Curley," $423,500.00 ",2000,2001,DAL,Dallas Mavericks
Billy Owens," $2,100,000.00 ",2000,2001,DET,Detroit Pistons
Bimbo Coles," $2,250,000.00 ",2000,2001,CLE,Cleveland Caveliers
Bimbo Coles," $2,200,000.00 ",2001,2002,CLE,Cleveland Caveliers
Bimbo Coles," $2,400,000.00 ",2002,2003,CLE,Cleveland Caveliers
Bimbo Coles," $1,070,000.00 ",2003,2004,MIA,Miami Heat
Bimbo Coles," $1,050,000.00 ",2003,2004,CLE,Cleveland Caveliers
Bo Outlaw," $4,500,000.00 ",2000,2001,ORL,Orlando Magic
Bo Outlaw," $6,000,000.00 ",2001,2002,PHO,Phoenix Suns
Bo Outlaw," $6,585,000.00 ",2002,2003,PHO,Phoenix Suns
Bo Outlaw," $6,585,000.00 ",2003,2004,MEM,Memphis Grizzlies
Bob Sura," $4,390,000.00 ",2000,2001,GSW,Golden State Warriors
Bob Sura," $5,213,333.00 ",2001,2002,GSW,Golden State Warriors
Bob Sura," $5,639,999.00 ",2002,2003,GSW,Golden State Warriors
Bob Sura," $6,266,666.00 ",2003,2004,DET,Detroit Pistons
Bobby Jackson," $2,250,000.00 ",2000,2001,SAC,Sacramento Kings
Bobby Jackson," $2,475,000.00 ",2001,2002,SAC,Sacramento Kings
Bobby Jackson," $2,700,000.00 ",2002,2003,SAC,Sacramento Kings
Bobby Jackson," $2,925,000.00 ",2003,2004,SAC,Sacramento Kings
Bobby Phills," $4,640,000.00 ",2000,2001,CHA,Charlotte Hornets
Bobby Phills," $5,220,000.00 ",2001,2002,CHA,Charlotte Hornets
Bobby Simmons," $332,817.00 ",2001,2002,WAS,Washington Wizards
Bobby Simmons," $512,435.00 ",2002,2003,DET,Detroit Pistons
Bobby Simmons," $337,457.00 ",2002,2003,WAS,Washington Wizards
Bonzi Wells," $1,528,440.00 ",2000,2001,POR,Portland Trail Blazers
Bonzi Wells," $2,028,239.00 ",2001,2002,POR,Portland Trail Blazers
Bonzi Wells," $6,300,000.00 ",2002,2003,POR,Portland Trail Blazers
Bonzi Wells," $7,000,000.00 ",2003,2004,MEM,Memphis Grizzlies
Boris Diaw," $1,021,080.00 ",2003,2004,ATL,Atlanta Hawks
Bostjan Nachbar," $1,396,440.00 ",2003,2004,HOU,Houston Rockets
Brad Miller," $4,000,000.00 ",2000,2001,CHI,Chicago Bulls
Brad Miller," $4,400,000.00 ",2001,2002,CHI,Chicago Bulls
Brad Miller," $4,800,000.00 ",2002,2003,IND,Indiana Pacers
Brad Miller," $7,000,000.00 ",2003,2004,SAC,Sacramento Kings
Brandon Armstrong," $865,800.00 ",2001,2002,NJN,Brooklyn Nets
Brandon Armstrong," $930,720.00 ",2002,2003,NJN,Brooklyn Nets
Brandon Armstrong," $995,650.00 ",2003,2004,NJN,Brooklyn Nets
Brandon Hunter," $366,931.00 ",2003,2004,BOS,Boston Celtic
Brendan Haywood," $978,600.00 ",2001,2002,WAS,Washington Wizards
Brendan Haywood," $1,051,920.00 ",2002,2003,WAS,Washington Wizards
Brendan Haywood," $1,125,360.00 ",2003,2004,WAS,Washington Wizards
Brent Barry," $4,320,000.00 ",2000,2001,OKC,Oklahoma City Thunder
Brent Barry," $4,680,000.00 ",2001,2002,OKC,Oklahoma City Thunder
Brent Barry," $5,040,000.00 ",2002,2003,OKC,Oklahoma City Thunder
Brent Barry," $5,400,000.00 ",2003,2004,OKC,Oklahoma City Thunder
Brent Price," $2,880,000.00 ",2000,2001,MEM,Memphis Grizzlies
Brent Price," $3,680,000.00 ",2001,2002,SAC,Sacramento Kings
Brent Price," $4,048,000.00 ",2002,2003,SAC,Sacramento Kings
Brevin Knight," $4,250,000.00 ",2000,2001,CLE,Cleveland Caveliers
Brevin Knight," $4,500,000.00 ",2001,2002,MEM,Memphis Grizzlies
Brevin Knight," $5,000,000.00 ",2002,2003,MEM,Memphis Grizzlies
Brevin Knight," $5,000,000.00 ",2003,2004,WAS,Washington Wizards
Brian Cardinal," $316,969.00 ",2000,2001,DET,Detroit Pistons
Brian Cardinal," $465,850.00 ",2001,2002,DET,Detroit Pistons
Brian Cardinal," $587,435.00 ",2002,2003,WAS,Washington Wizards
Brian Cardinal," $663,679.00 ",2003,2004,GSW,Golden State Warriors
Brian Cook," $903,360.00 ",2003,2004,LAL,Los Angeles Lakers
Brian Grant," $8,900,000.00 ",2000,2001,MIA,Miami Heat
Brian Grant," $9,925,076.00 ",2001,2002,MIA,Miami Heat
Brian Grant," $11,027,862.00 ",2002,2003,MIA,Miami Heat
Brian Grant," $12,130,648.00 ",2003,2004,MIA,Miami Heat
Brian Scalabrine," $332,817.00 ",2001,2002,NJN,Brooklyn Nets
Brian Scalabrine," $512,435.00 ",2002,2003,NJN,Brooklyn Nets
Brian Scalabrine," $800,000.00 ",2003,2004,NJN,Brooklyn Nets
Brian Shaw," $2,250,000.00 ",2000,2001,LAL,Los Angeles Lakers
Brian Shaw," $963,415.00 ",2001,2002,LAL,Los Angeles Lakers
Brian Shaw," $1,030,000.00 ",2002,2003,LAL,Los Angeles Lakers
Brian Skinner," $901,800.00 ",2000,2001,LAC,Los Angeles Clippers
Brian Skinner," $1,483,461.00 ",2001,2002,CLE,Cleveland Caveliers
Brian Skinner," $1,500,000.00 ",2003,2004,MIL,Milwaukee Bucks
Britton Johnsen," $44,748.00 ",2003,2004,ORL,Orlando Magic
Bruce Bowen," $733,000.00 ",2000,2001,MIA,Miami Heat
Bruce Bowen," $715,850.00 ",2001,2002,SAS,San Antonio Spurs
Bruce Bowen," $3,550,000.00 ",2002,2003,SAS,San Antonio Spurs
Bruce Bowen," $3,650,000.00 ",2003,2004,SAS,San Antonio Spurs
Bruno Sundov," $498,500.00 ",2000,2001,IND,Indiana Pacers
Bruno Sundov," $498,500.00 ",2000,2001,UTA,Utah Jazz
Bruno Sundov," $565,850.00 ",2001,2002,IND,Indiana Pacers
Bruno Sundov," $637,435.00 ",2002,2003,BOS,Boston Celtic
Bruno Sundov," $751,159.00 ",2003,2004,CLE,Cleveland Caveliers
Bryant Reeves," $10,110,000.00 ",2000,2001,MEM,Memphis Grizzlies
Bryant Reeves," $11,555,554.00 ",2001,2002,MEM,Memphis Grizzlies
Bryant Reeves," $12,999,998.00 ",2002,2003,MEM,Memphis Grizzlies
Bryant Stith," $5,920,000.00 ",2000,2001,BOS,Boston Celtic
Bryant Stith," $2,000,000.00 ",2001,2002,CLE,Cleveland Caveliers
Bryant Stith," $2,000,000.00 ",2002,2003,LAC,Los Angeles Clippers
Bryce Drew," $1,182,600.00 ",2000,2001,CHI,Chicago Bulls
Bryce Drew," $1,300,000.00 ",2001,2002,CHA,Charlotte Hornets
Bryce Drew," $1,300,000.00 ",2002,2003,NOH,New Orleans Pelicans
Bryce Drew," $1,300,000.00 ",2003,2004,NOH,New Orleans Pelicans
Bryon Russell," $4,570,000.00 ",2000,2001,UTA,Utah Jazz
Bryon Russell," $5,142,857.00 ",2001,2002,UTA,Utah Jazz
Bryon Russell," $1,400,000.00 ",2002,2003,WAS,Washington Wizards
Bryon Russell," $1,070,000.00 ",2003,2004,LAL,Los Angeles Lakers
Cal Bowdler," $1,102,800.00 ",2000,2001,ATL,Atlanta Hawks
Cal Bowdler," $1,179,720.00 ",2001,2002,ATL,Atlanta Hawks
Calbert Cheaney," $2,200,000.00 ",2000,2001,DEN,Denver Nuggets
Calbert Cheaney," $2,400,000.00 ",2001,2002,DEN,Denver Nuggets
Calbert Cheaney," $1,000,000.00 ",2002,2003,UTA,Utah Jazz
Calbert Cheaney," $1,070,000.00 ",2003,2004,GSW,Golden State Warriors
Calvin Booth," $423,500.00 ",2000,2001,WAS,Washington Wizards
Calvin Booth," $4,539,000.00 ",2001,2002,OKC,Oklahoma City Thunder
Calvin Booth," $4,992,900.00 ",2002,2003,OKC,Oklahoma City Thunder
Calvin Booth," $5,446,800.00 ",2003,2004,OKC,Oklahoma City Thunder
Carlos Arroyo," $332,817.00 ",2001,2002,TOR,Toronto Raptors 
Carlos Arroyo," $546,000.00 ",2002,2003,UTA,Utah Jazz
Carlos Arroyo," $800,000.00 ",2003,2004,UTA,Utah Jazz
Carlos Boozer," $349,458.00 ",2002,2003,CLE,Cleveland Caveliers
Carlos Boozer," $563,679.00 ",2003,2004,CLE,Cleveland Caveliers
Carlos Rogers," $2,200,000.00 ",2000,2001,HOU,Houston Rockets
Carlos Rogers," $778,350.00 ",2001,2002,IND,Indiana Pacers
Carmelo Anthony," $3,229,200.00 ",2003,2004,DEN,Denver Nuggets
Caron Butler," $1,678,800.00 ",2002,2003,MIA,Miami Heat
Caron Butler," $1,804,680.00 ",2003,2004,MIA,Miami Heat
Casey Jacobsen," $941,040.00 ",2002,2003,PHO,Phoenix Suns
Casey Jacobsen," $1,011,600.00 ",2003,2004,PHO,Phoenix Suns
Cedric Ceballos," $3,937,500.00 ",2000,2001,MIA,Miami Heat
Cedric Henderson," $2,700,000.00 ",2000,2001,CLE,Cleveland Caveliers
Cedric Henderson," $3,000,000.00 ",2001,2002,GSW,Golden State Warriors
Cezary Trybanski," $1,500,000.00 ",2002,2003,MEM,Memphis Grizzlies
Cezary Trybanski," $1,600,000.00 ",2003,2004,PHO,Phoenix Suns
Charles Oakley," $5,760,000.00 ",2000,2001,TOR,Toronto Raptors 
Charles Oakley," $6,545,000.00 ",2001,2002,CHI,Chicago Bulls
Charles Oakley," $1,030,000.00 ",2002,2003,WAS,Washington Wizards
Charles Smith," $540,850.00 ",2001,2002,SAS,San Antonio Spurs
Charles Smith," $637,435.00 ",2002,2003,POR,Portland Trail Blazers
Charlie Bell," $89,292.00 ",2001,2002,PHO,Phoenix Suns
Charlie Ward," $5,110,000.00 ",2001,2002,NYK,New York Knicks
Charlie Ward," $5,570,000.00 ",2002,2003,NYK,New York Knicks
Charlie Ward," $6,030,000.00 ",2003,2004,NYK,New York Knicks
Chauncey Billups," $2,250,000.00 ",2000,2001,MIN,Minnesota Timberwolves
Chauncey Billups," $2,475,000.00 ",2001,2002,MIN,Minnesota Timberwolves
Chauncey Billups," $4,546,000.00 ",2002,2003,DET,Detroit Pistons
Chauncey Billups," $5,000,600.00 ",2003,2004,DET,Detroit Pistons
Cherokee Parks," $2,100,000.00 ",2000,2001,LAC,Los Angeles Clippers
Cherokee Parks," $715,850.00 ",2001,2002,SAS,San Antonio Spurs
Cherokee Parks," $824,935.00 ",2002,2003,LAC,Los Angeles Clippers
Cherokee Parks," $228,946.00 ",2003,2004,GSW,Golden State Warriors
Chris Andersen," $288,171.00 ",2001,2002,DEN,Denver Nuggets
Chris Andersen," $512,435.00 ",2002,2003,DEN,Denver Nuggets
Chris Andersen," $638,679.00 ",2003,2004,DEN,Denver Nuggets
Chris Bosh," $2,911,320.00 ",2003,2004,TOR,Toronto Raptors 
Chris Carr," $1,200,000.00 ",2000,2001,BOS,Boston Celtic
Chris Childs," $5,200,000.00 ",2001,2002,TOR,Toronto Raptors 
Chris Childs," $1,750,000.00 ",2002,2003,NJN,Brooklyn Nets
Chris Childs," $1,166,667.00 ",2003,2004,NJN,Brooklyn Nets
Chris Crawford," $2,200,000.00 ",2000,2001,ATL,Atlanta Hawks
Chris Crawford," $2,500,000.00 ",2001,2002,ATL,Atlanta Hawks
Chris Crawford," $2,750,000.00 ",2002,2003,ATL,Atlanta Hawks
Chris Crawford," $3,000,000.00 ",2003,2004,ATL,Atlanta Hawks
Chris Dudley," $6,200,000.00 ",2000,2001,PHO,Phoenix Suns
Chris Dudley," $6,200,000.00 ",2001,2002,NJN,Brooklyn Nets
Chris Dudley," $1,000,000.00 ",2001,2002,POR,Portland Trail Blazers
Chris Dudley," $1,030,000.00 ",2002,2003,POR,Portland Trail Blazers
Chris Gatling," $5,550,000.00 ",2000,2001,CLE,Cleveland Caveliers
Chris Gatling," $2,504,227.00 ",2001,2002,MIA,Miami Heat
Chris Herren," $316,969.00 ",2000,2001,BOS,Boston Celtic
Chris Jefferies," $781,800.00 ",2002,2003,TOR,Toronto Raptors 
Chris Jefferies," $840,360.00 ",2003,2004,CHI,Chicago Bulls
Chris Mihm," $1,923,600.00 ",2000,2001,CLE,Cleveland Caveliers
Chris Mihm," $2,067,960.00 ",2001,2002,CLE,Cleveland Caveliers
Chris Mihm," $2,212,200.00 ",2002,2003,CLE,Cleveland Caveliers
Chris Mihm," $2,809,494.00 ",2003,2004,BOS,Boston Celtic
Chris Mills," $4,800,000.00 ",2000,2001,GSW,Golden State Warriors
Chris Mills," $5,400,000.00 ",2001,2002,GSW,Golden State Warriors
Chris Mills," $6,000,000.00 ",2002,2003,GSW,Golden State Warriors
Chris Mills," $6,600,000.00 ",2003,2004,BOS,Boston Celtic
Chris Mullin," $3,650,000.00 ",2000,2001,IND,Indiana Pacers
Chris Mullin," $1,000,000.00 ",2000,2001,GSW,Golden State Warriors
Chris Owens," $349,458.00 ",2002,2003,MEM,Memphis Grizzlies
Chris Porter," $316,969.00 ",2000,2001,GSW,Golden State Warriors
Chris Porter," $465,850.00 ",2001,2002,CHA,Charlotte Hornets
Chris Webber," $12,000,000.00 ",2000,2001,SAC,Sacramento Kings
Chris Webber," $12,750,000.00 ",2001,2002,SAC,Sacramento Kings
Chris Webber," $14,343,750.00 ",2002,2003,SAC,Sacramento Kings
Chris Webber," $15,937,500.00 ",2003,2004,SAC,Sacramento Kings
Chris Whitney," $2,370,000.00 ",2000,2001,WAS,Washington Wizards
Chris Whitney," $2,700,000.00 ",2001,2002,WAS,Washington Wizards
Chris Whitney," $3,000,000.00 ",2002,2003,DEN,Denver Nuggets
Chris Whitney," $1,070,000.00 ",2003,2004,WAS,Washington Wizards
Chris Wilcox," $1,922,520.00 ",2002,2003,LAC,Los Angeles Clippers
Christian Laettner," $6,625,000.00 ",2000,2001,DAL,Dallas Mavericks
Christian Laettner," $4,500,000.00 ",2001,2002,WAS,Washington Wizards
Christian Laettner," $5,062,500.00 ",2002,2003,WAS,Washington Wizards
Christian Laettner," $5,625,000.00 ",2003,2004,WAS,Washington Wizards
Chuck Person," $1,200,000.00 ",2000,2001,LAL,Los Angeles Lakers
Chucky Atkins," $3,000,000.00 ",2000,2001,DET,Detroit Pistons
Chucky Atkins," $3,300,000.00 ",2001,2002,DET,Detroit Pistons
Chucky Atkins," $3,600,000.00 ",2002,2003,DET,Detroit Pistons
Chucky Atkins," $3,900,000.00 ",2003,2004,DET,Detroit Pistons
Clarence Weatherspoon," $2,100,000.00 ",2000,2001,CLE,Cleveland Caveliers
Clarence Weatherspoon," $4,638,000.00 ",2001,2002,NYK,New York Knicks
Clarence Weatherspoon," $4,991,800.00 ",2002,2003,NYK,New York Knicks
Clarence Weatherspoon," $5,445,600.00 ",2003,2004,HOU,Houston Rockets
Clifford Robinson," $6,890,000.00 ",2000,2001,PHO,Phoenix Suns
Clifford Robinson," $7,656,250.00 ",2001,2002,DET,Detroit Pistons
Clifford Robinson," $8,421,875.00 ",2002,2003,DET,Detroit Pistons
Clifford Robinson," $4,700,000.00 ",2003,2004,GSW,Golden State Warriors
Corey Benjamin," $749,160.00 ",2000,2001,CHI,Chicago Bulls
Corey Maggette," $1,353,960.00 ",2000,2001,LAC,Los Angeles Clippers
Corey Maggette," $1,448,400.00 ",2001,2002,LAC,Los Angeles Clippers
Corey Maggette," $2,069,764.00 ",2002,2003,LAC,Los Angeles Clippers
Corie Blount," $1,320,000.00 ",2000,2001,PHO,Phoenix Suns
Corie Blount," $1,609,235.00 ",2001,2002,PHI,Philadelphia 76ers
Corie Blount," $1,400,000.00 ",2002,2003,CHI,Chicago Bulls
Corie Blount," $1,680,000.00 ",2003,2004,CHI,Chicago Bulls
Corliss Williamson," $3,940,000.00 ",2000,2001,TOR,Toronto Raptors 
Corliss Williamson," $4,000,000.00 ",2001,2002,DET,Detroit Pistons
Corliss Williamson," $4,500,000.00 ",2002,2003,DET,Detroit Pistons
Corliss Williamson," $5,000,000.00 ",2003,2004,DET,Detroit Pistons
Cory Alexander," $2,160,000.00 ",2000,2001,DEN,Denver Nuggets
Cory Alexander," $1,995,741.00 ",2001,2002,DEN,Denver Nuggets
Cory Alexander," $2,149,259.00 ",2002,2003,DEN,Denver Nuggets
Cory Alexander," $2,302,778.00 ",2003,2004,DEN,Denver Nuggets
Courtney Alexander," $1,319,400.00 ",2000,2001,DAL,Dallas Mavericks
Courtney Alexander," $1,418,400.00 ",2001,2002,WAS,Washington Wizards
Courtney Alexander," $1,517,280.00 ",2002,2003,NOH,New Orleans Pelicans
Courtney Alexander," $2,168,193.00 ",2003,2004,NOH,New Orleans Pelicans
Curtis Borchardt," $1,113,720.00 ",2002,2003,UTA,Utah Jazz
Curtis Borchardt," $1,187,240.00 ",2003,2004,UTA,Utah Jazz
Cuttino Mobley," $3,920,000.00 ",2000,2001,HOU,Houston Rockets
Cuttino Mobley," $4,413,375.00 ",2001,2002,HOU,Houston Rockets
Cuttino Mobley," $5,394,125.00 ",2003,2004,HOU,Houston Rockets
Dahntay Jones," $1,063,680.00 ",2003,2004,MEM,Memphis Grizzlies
Dajuan Wagner," $2,298,840.00 ",2002,2003,CLE,Cleveland Caveliers
Dajuan Wagner," $2,471,280.00 ",2003,2004,CLE,Cleveland Caveliers
Dale Davis," $6,000,000.00 ",2000,2001,POR,Portland Trail Blazers
Dale Davis," $7,010,000.00 ",2001,2002,POR,Portland Trail Blazers
Dale Davis," $8,055,000.00 ",2002,2003,POR,Portland Trail Blazers
Dale Davis," $9,061,875.00 ",2003,2004,POR,Portland Trail Blazers
Dale Ellis," $2,290,000.00 ",2000,2001,MIA,Miami Heat
Dalibor Bagaric," $795,000.00 ",2000,2001,CHI,Chicago Bulls
Dalibor Bagaric," $854,640.00 ",2001,2002,CHI,Chicago Bulls
Dalibor Bagaric," $830,947.00 ",2002,2003,CHI,Chicago Bulls
